Id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
6021,31,services,single,secondary,0,481,1,0,unk0wn,21,may,114,2,-1,0,unk0wn,0
6022,29,admin.,single,secondary,0,5711,1,1,unk0wn,21,may,899,1,-1,0,unk0wn,0
6023,31,management,married,tertiary,0,1755,1,0,unk0wn,21,may,588,2,-1,0,unk0wn,0
6024,25,blue-collar,single,secondary,0,491,1,0,unk0wn,21,may,393,1,-1,0,unk0wn,0
6025,27,technician,married,secondary,0,2183,1,1,unk0wn,21,may,857,1,-1,0,unk0wn,1
6026,34,technician,single,tertiary,0,299,1,0,unk0wn,21,may,205,2,-1,0,unk0wn,0
6027,39,blue-collar,single,secondary,0,1961,0,0,unk0wn,21,may,216,1,-1,0,unk0wn,0
6028,38,management,married,tertiary,0,126,1,0,unk0wn,21,may,164,2,-1,0,unk0wn,0
6029,27,management,single,secondary,0,967,1,0,unk0wn,21,may,162,1,-1,0,unk0wn,0
6030,28,management,married,tertiary,0,395,0,0,unk0wn,21,may,178,1,-1,0,unk0wn,0
6031,33,technician,single,secondary,0,239,1,0,unk0wn,21,may,127,1,-1,0,unk0wn,0
6032,48,blue-collar,divorced,primary,0,338,1,0,unk0wn,21,may,38,12,-1,0,unk0wn,0
6033,32,blue-collar,married,primary,0,885,1,0,unk0wn,21,may,127,2,-1,0,unk0wn,0
6034,32,blue-collar,married,secondary,0,564,1,0,unk0wn,21,may,660,1,-1,0,unk0wn,0
6035,34,retired,married,primary,0,4499,0,0,unk0wn,21,may,1681,1,-1,0,unk0wn,1
6036,34,services,married,secondary,0,603,1,1,unk0wn,21,may,1409,3,-1,0,unk0wn,0
6037,35,technician,married,secondary,1,-29,1,1,unk0wn,21,may,208,3,-1,0,unk0wn,0
6038,32,blue-collar,married,secondary,0,-325,1,1,unk0wn,21,may,171,1,-1,0,unk0wn,0
6039,31,services,married,secondary,0,428,1,0,unk0wn,21,may,272,1,-1,0,unk0wn,0
6040,32,blue-collar,married,secondary,0,0,1,1,unk0wn,21,may,143,2,-1,0,unk0wn,0
6041,28,blue-collar,single,primary,0,722,1,0,unk0wn,21,may,150,1,-1,0,unk0wn,0
6042,33,management,single,tertiary,0,541,1,1,unk0wn,21,may,572,1,-1,0,unk0wn,0
6043,30,services,married,secondary,0,702,1,0,unk0wn,21,may,573,1,-1,0,unk0wn,0
6044,39,technician,married,secondary,0,4444,1,0,unk0wn,21,may,244,1,-1,0,unk0wn,0
6045,57,blue-collar,married,primary,0,42,1,0,unk0wn,21,may,384,3,-1,0,unk0wn,0
6046,39,services,married,secondary,0,0,1,1,unk0wn,21,may,240,3,-1,0,unk0wn,0
6047,24,services,single,secondary,0,-148,1,0,unk0wn,21,may,641,1,-1,0,unk0wn,0
6048,34,management,single,tertiary,0,1717,1,0,unk0wn,21,may,269,2,-1,0,unk0wn,0
6049,32,services,divorced,secondary,0,1156,1,0,unk0wn,21,may,488,1,-1,0,unk0wn,0
6050,32,management,married,tertiary,0,1330,1,0,unk0wn,21,may,83,1,-1,0,unk0wn,0
6051,33,blue-collar,married,primary,0,754,1,0,unk0wn,21,may,811,2,-1,0,unk0wn,0
6052,58,entrepreneur,married,tertiary,0,7198,1,0,unk0wn,21,may,44,5,-1,0,unk0wn,0
6053,32,services,single,secondary,0,-198,1,0,unk0wn,21,may,681,3,-1,0,unk0wn,1
6054,28,unemployed,married,tertiary,0,264,1,0,unk0wn,21,may,443,2,-1,0,unk0wn,0
6055,32,blue-collar,single,secondary,0,5252,1,0,unk0wn,21,may,1162,2,-1,0,unk0wn,0
6056,30,technician,single,tertiary,0,1289,1,0,unk0wn,21,may,1697,2,-1,0,unk0wn,1
6057,28,blue-collar,married,secondary,0,-114,1,0,unk0wn,21,may,244,2,-1,0,unk0wn,0
6058,32,technician,single,tertiary,0,4665,1,0,unk0wn,21,may,860,2,-1,0,unk0wn,1
6059,37,blue-collar,married,primary,0,5643,1,0,unk0wn,21,may,295,1,-1,0,unk0wn,0
6060,29,blue-collar,single,secondary,0,445,1,0,unk0wn,21,may,139,2,-1,0,unk0wn,0
6061,34,management,single,tertiary,0,2412,1,0,unk0wn,21,may,154,2,-1,0,unk0wn,0
6062,28,services,single,secondary,0,348,1,0,unk0wn,21,may,86,2,-1,0,unk0wn,0
6063,36,admin.,divorced,secondary,0,775,1,0,unk0wn,21,may,65,3,-1,0,unk0wn,0
6064,37,blue-collar,single,unk0wn,0,-114,1,0,unk0wn,21,may,113,2,-1,0,unk0wn,0
6065,35,management,married,tertiary,0,1631,1,0,unk0wn,21,may,83,2,-1,0,unk0wn,0
6066,33,technician,single,secondary,0,313,1,0,unk0wn,21,may,291,2,-1,0,unk0wn,0
6067,34,entrepreneur,single,secondary,0,0,1,1,unk0wn,21,may,394,2,-1,0,unk0wn,0
6068,35,blue-collar,married,primary,0,3468,1,0,unk0wn,21,may,72,3,-1,0,unk0wn,0
6069,24,blue-collar,single,secondary,0,171,1,0,unk0wn,21,may,151,2,-1,0,unk0wn,0
6070,35,blue-collar,married,primary,0,453,1,0,unk0wn,21,may,312,2,-1,0,unk0wn,0
6071,40,blue-collar,married,primary,0,558,1,1,unk0wn,21,may,56,3,-1,0,unk0wn,0
6072,32,management,single,tertiary,0,1373,1,0,unk0wn,21,may,474,2,-1,0,unk0wn,0
6073,38,blue-collar,single,primary,0,-100,1,0,unk0wn,21,may,189,2,-1,0,unk0wn,0
6074,35,technician,married,secondary,0,432,1,0,unk0wn,21,may,1094,55,-1,0,unk0wn,0
6075,39,admin.,married,secondary,0,1985,1,0,unk0wn,21,may,155,4,-1,0,unk0wn,0
6076,34,blue-collar,married,secondary,0,223,1,0,unk0wn,21,may,91,3,-1,0,unk0wn,0
6077,33,management,married,tertiary,0,2308,1,0,unk0wn,21,may,232,2,-1,0,unk0wn,0
6078,36,self-employed,single,tertiary,0,4752,1,0,unk0wn,21,may,446,2,-1,0,unk0wn,0
6079,52,admin.,married,secondary,0,1933,1,0,unk0wn,21,may,153,4,-1,0,unk0wn,0
6080,58,retired,married,secondary,0,1402,1,0,unk0wn,21,may,111,5,-1,0,unk0wn,0
6081,39,blue-collar,married,secondary,0,5853,1,0,unk0wn,21,may,210,2,-1,0,unk0wn,0
6082,26,services,single,secondary,0,186,1,0,unk0wn,21,may,72,3,-1,0,unk0wn,0
6083,34,blue-collar,married,secondary,0,1739,1,1,unk0wn,21,may,213,2,-1,0,unk0wn,0
6084,38,entrepreneur,married,tertiary,0,6704,1,0,unk0wn,21,may,205,2,-1,0,unk0wn,0
6085,35,blue-collar,married,primary,0,1176,1,0,unk0wn,21,may,166,2,-1,0,unk0wn,0
6086,30,services,single,secondary,0,-838,1,0,unk0wn,21,may,142,2,-1,0,unk0wn,0
6087,33,management,single,tertiary,0,28,1,0,unk0wn,21,may,237,2,-1,0,unk0wn,0
6088,38,self-employed,married,secondary,0,-165,1,0,unk0wn,21,may,230,2,-1,0,unk0wn,0
6089,31,admin.,divorced,secondary,0,2294,1,0,unk0wn,21,may,96,2,-1,0,unk0wn,0
6090,34,management,married,secondary,0,293,1,0,unk0wn,21,may,162,3,-1,0,unk0wn,0
6091,33,management,married,secondary,0,609,1,0,unk0wn,21,may,239,2,-1,0,unk0wn,0
6092,46,management,single,tertiary,0,-867,1,1,unk0wn,21,may,222,5,-1,0,unk0wn,0
6093,27,blue-collar,single,secondary,0,-208,1,0,unk0wn,21,may,127,2,-1,0,unk0wn,0
6094,35,services,married,secondary,0,1317,1,0,unk0wn,21,may,69,4,-1,0,unk0wn,0
6095,32,admin.,divorced,secondary,0,335,1,0,unk0wn,21,may,501,2,-1,0,unk0wn,0
6096,33,blue-collar,single,primary,0,1390,1,0,unk0wn,21,may,192,1,-1,0,unk0wn,0
6097,37,blue-collar,married,secondary,0,1818,1,0,unk0wn,21,may,273,1,-1,0,unk0wn,0
6098,37,blue-collar,married,primary,0,543,1,0,unk0wn,21,may,281,1,-1,0,unk0wn,0
6099,31,blue-collar,married,secondary,0,3298,1,0,unk0wn,21,may,175,2,-1,0,unk0wn,0
6100,40,unemployed,single,secondary,0,1744,1,0,unk0wn,21,may,465,11,-1,0,unk0wn,0
6101,34,blue-collar,single,secondary,0,89,1,1,unk0wn,21,may,175,2,-1,0,unk0wn,0
6102,32,blue-collar,married,primary,0,-175,1,0,unk0wn,21,may,116,1,-1,0,unk0wn,0
6103,36,blue-collar,single,primary,0,20,1,0,unk0wn,21,may,87,14,-1,0,unk0wn,0
6104,33,blue-collar,married,secondary,0,263,1,0,unk0wn,21,may,206,3,-1,0,unk0wn,0
6105,27,admin.,single,secondary,0,392,1,1,unk0wn,21,may,292,2,-1,0,unk0wn,0
6106,31,blue-collar,married,secondary,0,1599,1,0,unk0wn,21,may,49,1,-1,0,unk0wn,0
6107,32,technician,single,secondary,0,644,1,1,unk0wn,21,may,198,1,-1,0,unk0wn,0
6108,53,blue-collar,married,secondary,0,813,1,0,unk0wn,21,may,23,16,-1,0,unk0wn,0
6109,39,management,married,tertiary,0,2271,1,0,unk0wn,21,may,575,2,-1,0,unk0wn,0
6110,33,services,married,secondary,0,881,1,0,unk0wn,21,may,67,5,-1,0,unk0wn,0
6111,48,blue-collar,married,primary,0,5366,1,0,unk0wn,21,may,248,3,-1,0,unk0wn,0
6112,38,blue-collar,married,secondary,0,924,1,0,unk0wn,21,may,108,2,-1,0,unk0wn,0
6113,33,blue-collar,married,primary,0,240,1,0,unk0wn,21,may,373,3,-1,0,unk0wn,0
6114,38,blue-collar,single,secondary,0,578,1,0,unk0wn,21,may,112,2,-1,0,unk0wn,0
6115,30,blue-collar,married,primary,0,1317,1,0,unk0wn,21,may,395,2,-1,0,unk0wn,0
6116,39,blue-collar,married,primary,0,2003,1,0,unk0wn,21,may,229,2,-1,0,unk0wn,0
6117,33,technician,married,secondary,0,946,1,0,unk0wn,21,may,163,2,-1,0,unk0wn,0
6118,46,blue-collar,single,secondary,0,0,0,0,unk0wn,21,may,27,10,-1,0,unk0wn,0
6119,32,blue-collar,married,secondary,0,920,1,0,unk0wn,21,may,135,2,-1,0,unk0wn,0
6120,33,self-employed,married,tertiary,0,1545,1,0,unk0wn,21,may,357,2,-1,0,unk0wn,0
6121,28,services,single,secondary,0,-427,1,1,unk0wn,21,may,965,2,-1,0,unk0wn,0
6122,38,admin.,married,secondary,0,3732,1,0,unk0wn,21,may,379,2,-1,0,unk0wn,0
6123,33,technician,single,tertiary,0,8874,0,1,unk0wn,21,may,152,3,-1,0,unk0wn,0
6124,37,technician,single,secondary,0,7867,1,0,unk0wn,21,may,36,2,-1,0,unk0wn,0
6125,32,management,single,tertiary,0,1756,1,0,unk0wn,21,may,206,3,-1,0,unk0wn,0
6126,31,management,married,tertiary,0,4924,1,0,unk0wn,21,may,389,2,-1,0,unk0wn,0
6127,32,technician,married,secondary,0,4174,1,0,unk0wn,21,may,314,2,-1,0,unk0wn,0
6128,34,blue-collar,married,secondary,0,360,1,0,unk0wn,21,may,66,2,-1,0,unk0wn,0
6129,32,services,married,secondary,0,255,1,1,unk0wn,21,may,86,2,-1,0,unk0wn,0
6130,34,technician,divorced,primary,0,3744,1,0,unk0wn,21,may,489,2,-1,0,unk0wn,0
6131,37,management,married,tertiary,0,2205,0,0,unk0wn,21,may,85,4,-1,0,unk0wn,0
6132,31,technician,married,secondary,0,510,1,0,unk0wn,21,may,117,3,-1,0,unk0wn,0
6133,30,blue-collar,married,unk0wn,0,198,1,0,unk0wn,21,may,149,3,-1,0,unk0wn,0
6134,31,management,single,tertiary,0,24870,1,0,unk0wn,21,may,634,2,-1,0,unk0wn,0
6135,32,blue-collar,married,secondary,0,43,1,0,unk0wn,21,may,173,2,-1,0,unk0wn,0
6136,33,admin.,single,secondary,0,1779,1,0,unk0wn,21,may,175,2,-1,0,unk0wn,0
6137,31,technician,married,secondary,0,589,1,1,unk0wn,21,may,151,1,-1,0,unk0wn,0
6138,31,blue-collar,married,secondary,0,664,1,1,unk0wn,21,may,987,3,-1,0,unk0wn,0
6139,28,services,single,secondary,0,115,1,0,unk0wn,21,may,66,13,-1,0,unk0wn,0
6140,36,entrepreneur,married,secondary,0,352,1,0,unk0wn,21,may,139,2,-1,0,unk0wn,0
6141,38,blue-collar,single,secondary,0,745,1,0,unk0wn,21,may,281,15,-1,0,unk0wn,0
6142,31,admin.,single,secondary,0,5527,1,0,unk0wn,21,may,132,1,-1,0,unk0wn,0
6143,31,services,single,secondary,0,629,1,0,unk0wn,21,may,369,2,-1,0,unk0wn,0
6144,36,blue-collar,married,secondary,0,342,1,1,unk0wn,21,may,88,3,-1,0,unk0wn,0
6145,37,technician,single,secondary,0,3326,1,0,unk0wn,21,may,799,1,-1,0,unk0wn,1
6146,36,admin.,divorced,secondary,1,-491,1,1,unk0wn,21,may,671,3,-1,0,unk0wn,0
6147,31,blue-collar,single,secondary,0,0,1,0,unk0wn,21,may,397,9,-1,0,unk0wn,0
6148,34,services,married,secondary,0,286,1,0,unk0wn,21,may,703,1,-1,0,unk0wn,0
6149,34,management,married,tertiary,0,4170,1,0,unk0wn,21,may,935,1,-1,0,unk0wn,0
6150,32,admin.,married,secondary,0,76,1,0,unk0wn,21,may,189,2,-1,0,unk0wn,0
6151,31,admin.,single,tertiary,0,-194,0,0,unk0wn,21,may,165,2,-1,0,unk0wn,0
6152,33,admin.,married,secondary,0,1499,1,0,unk0wn,21,may,144,2,-1,0,unk0wn,0
6153,34,blue-collar,single,primary,0,245,1,0,unk0wn,21,may,21,3,-1,0,unk0wn,0
6154,35,blue-collar,single,primary,0,49,1,0,unk0wn,21,may,234,2,-1,0,unk0wn,0
6155,30,technician,married,secondary,0,4733,1,0,unk0wn,21,may,81,2,-1,0,unk0wn,0
6156,36,blue-collar,married,primary,0,0,1,0,unk0wn,21,may,59,2,-1,0,unk0wn,0
6157,26,management,single,tertiary,0,1284,1,0,unk0wn,21,may,97,8,-1,0,unk0wn,0
6158,44,retired,married,primary,0,779,1,0,unk0wn,21,may,233,3,-1,0,unk0wn,0
6159,23,blue-collar,single,primary,0,965,1,0,unk0wn,21,may,1161,4,-1,0,unk0wn,0
6160,36,blue-collar,divorced,secondary,0,625,1,0,unk0wn,21,may,265,2,-1,0,unk0wn,0
6161,39,blue-collar,married,primary,0,568,1,0,unk0wn,21,may,173,3,-1,0,unk0wn,0
6162,49,blue-collar,married,secondary,0,913,1,1,unk0wn,21,may,178,3,-1,0,unk0wn,0
6163,38,blue-collar,married,secondary,0,622,1,0,unk0wn,21,may,611,2,-1,0,unk0wn,1
6164,51,management,married,secondary,0,140,1,0,unk0wn,21,may,45,10,-1,0,unk0wn,0
6165,25,services,single,secondary,0,-61,1,0,unk0wn,21,may,203,2,-1,0,unk0wn,0
6166,39,technician,married,secondary,0,4441,1,0,unk0wn,21,may,86,2,-1,0,unk0wn,0
6167,31,blue-collar,married,secondary,0,1138,1,1,unk0wn,21,may,254,3,-1,0,unk0wn,0
6168,37,management,married,tertiary,0,0,1,1,unk0wn,21,may,72,5,-1,0,unk0wn,0
6169,27,technician,married,secondary,0,-147,1,1,unk0wn,21,may,239,4,-1,0,unk0wn,0
6170,32,blue-collar,married,primary,0,159,1,0,unk0wn,21,may,207,3,-1,0,unk0wn,0
6171,34,blue-collar,married,primary,0,336,1,0,unk0wn,21,may,713,4,-1,0,unk0wn,0
6172,46,blue-collar,married,secondary,0,2173,1,0,unk0wn,21,may,98,5,-1,0,unk0wn,0
6173,37,blue-collar,married,primary,0,1455,1,0,unk0wn,21,may,165,2,-1,0,unk0wn,0
6174,36,blue-collar,married,secondary,0,439,1,0,unk0wn,21,may,260,5,-1,0,unk0wn,0
6175,32,blue-collar,married,secondary,0,783,1,0,unk0wn,21,may,923,3,-1,0,unk0wn,1
6176,31,blue-collar,single,primary,0,-280,0,0,unk0wn,21,may,281,3,-1,0,unk0wn,0
6177,53,blue-collar,married,secondary,0,1023,1,0,unk0wn,21,may,150,3,-1,0,unk0wn,0
6178,33,technician,divorced,secondary,0,4369,1,0,unk0wn,21,may,433,3,-1,0,unk0wn,0
6179,30,blue-collar,single,secondary,0,144,1,0,unk0wn,21,may,202,3,-1,0,unk0wn,0
6180,31,housemaid,single,secondary,0,540,0,0,unk0wn,21,may,227,3,-1,0,unk0wn,0
6181,38,blue-collar,single,primary,0,-5,1,0,unk0wn,21,may,30,12,-1,0,unk0wn,0
6182,30,blue-collar,single,secondary,0,906,1,1,unk0wn,21,may,218,7,-1,0,unk0wn,0
6183,49,blue-collar,married,secondary,0,1568,0,0,unk0wn,21,may,206,6,-1,0,unk0wn,0
6184,44,blue-collar,married,primary,0,858,1,0,unk0wn,21,may,362,5,-1,0,unk0wn,0
6185,32,management,married,tertiary,0,3696,0,0,unk0wn,21,may,315,3,-1,0,unk0wn,0
6186,56,admin.,married,secondary,0,3784,0,0,unk0wn,21,may,672,6,-1,0,unk0wn,0
6187,34,entrepreneur,married,secondary,0,3119,1,0,unk0wn,21,may,250,4,-1,0,unk0wn,0
6188,27,blue-collar,single,primary,0,1518,1,0,unk0wn,21,may,700,3,-1,0,unk0wn,0
6189,47,services,married,unk0wn,0,4822,1,0,unk0wn,21,may,154,5,-1,0,unk0wn,0
6190,35,services,married,secondary,0,0,1,0,unk0wn,21,may,190,5,-1,0,unk0wn,0
6191,40,management,single,tertiary,0,1393,1,0,unk0wn,21,may,20,8,-1,0,unk0wn,0
6192,30,blue-collar,married,primary,0,1023,1,0,unk0wn,21,may,168,3,-1,0,unk0wn,0
6193,48,management,married,tertiary,0,4191,0,0,unk0wn,21,may,363,6,-1,0,unk0wn,0
6194,39,unemployed,single,secondary,0,2645,1,0,unk0wn,21,may,339,3,-1,0,unk0wn,0
6195,33,blue-collar,married,secondary,0,0,1,0,unk0wn,21,may,521,3,-1,0,unk0wn,1
6196,38,blue-collar,married,secondary,0,776,1,0,unk0wn,21,may,135,2,-1,0,unk0wn,0
6197,33,blue-collar,married,primary,0,1165,1,0,unk0wn,21,may,420,2,-1,0,unk0wn,0
6198,37,management,married,tertiary,0,412,1,0,unk0wn,21,may,110,4,-1,0,unk0wn,0
6199,57,management,divorced,tertiary,0,461,1,0,unk0wn,21,may,142,10,-1,0,unk0wn,0
6200,36,blue-collar,married,primary,0,-402,0,0,unk0wn,21,may,173,6,-1,0,unk0wn,0
6201,37,management,married,tertiary,0,1813,1,0,unk0wn,21,may,291,4,-1,0,unk0wn,0
6202,32,management,single,tertiary,0,1169,1,0,unk0wn,21,may,322,2,-1,0,unk0wn,0
6203,26,entrepreneur,single,secondary,0,0,1,0,unk0wn,21,may,339,10,-1,0,unk0wn,0
6204,33,blue-collar,married,primary,0,511,1,0,unk0wn,21,may,304,2,-1,0,unk0wn,0
6205,46,blue-collar,married,primary,0,328,1,0,unk0wn,21,may,526,8,-1,0,unk0wn,0
6206,27,services,single,secondary,0,259,1,0,unk0wn,23,may,78,10,-1,0,unk0wn,0
6207,52,blue-collar,married,primary,0,126,0,0,unk0wn,23,may,93,4,-1,0,unk0wn,0
6208,36,technician,married,secondary,0,5902,1,0,unk0wn,23,may,219,4,-1,0,unk0wn,0
6209,33,management,married,tertiary,0,10,1,0,unk0wn,23,may,72,5,-1,0,unk0wn,0
6210,35,management,single,tertiary,0,3137,1,0,unk0wn,23,may,72,3,-1,0,unk0wn,0
6211,35,admin.,married,secondary,0,2238,1,0,unk0wn,23,may,42,3,-1,0,unk0wn,0
6212,28,self-employed,single,secondary,0,131,1,0,unk0wn,23,may,407,14,-1,0,unk0wn,0
6213,35,blue-collar,single,secondary,0,773,1,0,unk0wn,23,may,136,2,-1,0,unk0wn,0
6214,30,services,single,secondary,0,399,1,1,unk0wn,23,may,158,3,-1,0,unk0wn,0
6215,52,management,married,secondary,0,173,0,0,unk0wn,23,may,48,5,-1,0,unk0wn,0
6216,36,blue-collar,single,secondary,0,690,1,0,unk0wn,23,may,86,2,-1,0,unk0wn,0
6217,39,services,married,primary,0,1601,1,0,unk0wn,23,may,201,2,-1,0,unk0wn,0
6218,39,blue-collar,married,secondary,0,439,1,0,unk0wn,23,may,214,3,-1,0,unk0wn,0
6219,33,management,married,secondary,0,3132,1,0,unk0wn,23,may,350,5,-1,0,unk0wn,0
6220,32,services,single,secondary,0,-408,1,0,unk0wn,23,may,253,2,-1,0,unk0wn,0
6221,29,admin.,married,secondary,0,265,1,0,unk0wn,23,may,329,2,-1,0,unk0wn,0
6222,37,technician,single,secondary,0,363,1,0,unk0wn,23,may,110,3,-1,0,unk0wn,0
6223,43,technician,married,secondary,0,8541,1,0,unk0wn,23,may,259,9,-1,0,unk0wn,0
6224,33,technician,single,secondary,0,486,1,0,unk0wn,23,may,363,2,-1,0,unk0wn,0
6225,33,technician,single,tertiary,0,594,1,1,unk0wn,23,may,149,1,-1,0,unk0wn,0
6226,32,blue-collar,married,secondary,1,98,0,1,unk0wn,23,may,174,1,-1,0,unk0wn,0
6227,54,blue-collar,divorced,secondary,0,462,1,0,unk0wn,23,may,260,3,-1,0,unk0wn,0
6228,33,blue-collar,single,secondary,0,372,1,0,unk0wn,23,may,92,1,-1,0,unk0wn,0
6229,33,admin.,single,secondary,0,1221,1,0,unk0wn,23,may,245,1,-1,0,unk0wn,0
6230,38,self-employed,single,tertiary,0,917,1,0,unk0wn,23,may,260,1,-1,0,unk0wn,0
6231,34,management,single,tertiary,0,0,1,0,unk0wn,23,may,346,1,-1,0,unk0wn,0
6232,33,technician,married,secondary,0,884,1,0,unk0wn,23,may,271,1,-1,0,unk0wn,0
6233,32,technician,married,secondary,0,587,1,0,unk0wn,23,may,203,1,-1,0,unk0wn,0
6234,31,self-employed,single,tertiary,0,91,0,0,unk0wn,23,may,206,1,-1,0,unk0wn,0
6235,33,entrepreneur,married,primary,0,165,1,0,unk0wn,23,may,218,1,-1,0,unk0wn,0
6236,34,technician,married,secondary,0,456,1,0,unk0wn,23,may,621,1,-1,0,unk0wn,0
6237,35,blue-collar,married,primary,0,994,1,0,unk0wn,23,may,1349,8,-1,0,unk0wn,1
6238,31,technician,single,tertiary,0,1710,1,0,unk0wn,23,may,385,1,-1,0,unk0wn,0
6239,33,blue-collar,married,secondary,0,1138,1,1,unk0wn,23,may,509,1,-1,0,unk0wn,0
6240,31,blue-collar,married,secondary,0,360,1,0,unk0wn,23,may,395,1,-1,0,unk0wn,0
6241,32,management,married,tertiary,0,2737,1,1,unk0wn,23,may,38,1,-1,0,unk0wn,0
6242,36,management,married,tertiary,0,8564,1,0,unk0wn,23,may,125,1,-1,0,unk0wn,0
6243,30,blue-collar,single,secondary,0,435,1,1,unk0wn,23,may,128,1,-1,0,unk0wn,0
6244,43,technician,single,tertiary,0,4243,1,0,unk0wn,23,may,30,10,-1,0,unk0wn,0
6245,55,blue-collar,married,secondary,0,989,1,1,unk0wn,23,may,246,4,-1,0,unk0wn,0
6246,31,technician,single,secondary,0,1186,1,0,unk0wn,23,may,136,1,-1,0,unk0wn,0
6247,32,blue-collar,married,primary,0,1261,1,0,unk0wn,23,may,132,1,-1,0,unk0wn,0
6248,33,blue-collar,married,secondary,0,25,1,0,unk0wn,23,may,3,3,-1,0,unk0wn,0
6249,31,blue-collar,married,primary,0,206,1,0,unk0wn,23,may,1171,1,-1,0,unk0wn,0
6250,35,technician,single,secondary,0,11423,1,0,unk0wn,23,may,107,1,-1,0,unk0wn,0
6251,30,blue-collar,married,primary,0,184,1,0,unk0wn,23,may,217,1,-1,0,unk0wn,0
6252,35,self-employed,divorced,tertiary,0,1354,1,0,unk0wn,23,may,736,2,-1,0,unk0wn,1
6253,29,self-employed,married,tertiary,0,751,1,0,unk0wn,23,may,121,2,-1,0,unk0wn,0
6254,36,blue-collar,married,primary,0,711,1,0,unk0wn,23,may,154,2,-1,0,unk0wn,0
6255,37,blue-collar,married,secondary,0,453,1,1,unk0wn,23,may,98,1,-1,0,unk0wn,0
6256,32,technician,married,tertiary,0,1129,1,0,unk0wn,23,may,189,1,-1,0,unk0wn,0
6257,33,entrepreneur,married,primary,0,237,1,0,unk0wn,23,may,89,1,-1,0,unk0wn,0
6258,34,services,single,secondary,0,1239,1,0,unk0wn,23,may,164,1,-1,0,unk0wn,0
6259,37,technician,married,secondary,0,0,1,0,unk0wn,23,may,412,6,-1,0,unk0wn,0
6260,33,blue-collar,married,primary,0,392,1,0,unk0wn,23,may,302,1,-1,0,unk0wn,0
6261,34,blue-collar,married,primary,0,2490,1,0,unk0wn,23,may,192,1,-1,0,unk0wn,0
6262,37,technician,single,secondary,0,6714,1,0,unk0wn,23,may,90,1,-1,0,unk0wn,0
6263,31,blue-collar,married,secondary,0,873,1,0,unk0wn,23,may,145,4,-1,0,unk0wn,0
6264,34,technician,married,secondary,0,1464,1,0,unk0wn,23,may,350,1,-1,0,unk0wn,0
6265,35,blue-collar,single,primary,0,90,1,0,unk0wn,23,may,203,1,-1,0,unk0wn,0
6266,31,blue-collar,married,secondary,0,714,1,0,unk0wn,23,may,254,1,-1,0,unk0wn,0
6267,33,blue-collar,married,primary,0,463,1,0,unk0wn,23,may,230,1,-1,0,unk0wn,0
6268,40,self-employed,married,secondary,0,1516,1,1,unk0wn,23,may,373,1,-1,0,unk0wn,0
6269,31,blue-collar,single,secondary,0,509,1,0,unk0wn,23,may,183,1,-1,0,unk0wn,0
6270,30,technician,married,secondary,0,207,1,0,unk0wn,23,may,72,2,-1,0,unk0wn,0
6271,30,management,single,tertiary,0,3967,1,0,unk0wn,23,may,534,1,-1,0,unk0wn,0
6272,37,blue-collar,married,primary,0,3517,1,0,unk0wn,23,may,445,1,-1,0,unk0wn,0
6273,38,services,married,secondary,0,435,1,0,unk0wn,23,may,193,2,-1,0,unk0wn,0
6274,33,blue-collar,married,secondary,0,6227,1,0,unk0wn,23,may,76,2,-1,0,unk0wn,0
6275,34,technician,married,secondary,0,1092,0,0,unk0wn,23,may,268,1,-1,0,unk0wn,0
6276,35,services,divorced,secondary,0,394,1,0,unk0wn,23,may,154,1,-1,0,unk0wn,0
6277,30,blue-collar,single,secondary,0,239,1,0,unk0wn,23,may,785,1,-1,0,unk0wn,1
6278,40,blue-collar,married,primary,1,-509,1,0,unk0wn,23,may,298,1,-1,0,unk0wn,0
6279,31,services,single,secondary,0,-32,1,0,unk0wn,23,may,157,1,-1,0,unk0wn,0
6280,32,management,single,tertiary,0,11315,0,0,unk0wn,23,may,286,1,-1,0,unk0wn,0
6281,31,services,married,secondary,0,1273,1,0,unk0wn,23,may,442,1,-1,0,unk0wn,0
6282,30,services,single,secondary,0,1649,1,0,unk0wn,23,may,206,1,-1,0,unk0wn,0
6283,34,services,single,secondary,0,84,1,0,unk0wn,23,may,299,1,-1,0,unk0wn,0
6284,30,blue-collar,married,secondary,0,278,1,1,unk0wn,23,may,1073,1,-1,0,unk0wn,1
6285,32,services,single,secondary,0,2459,1,1,unk0wn,23,may,162,1,-1,0,unk0wn,0
6286,31,technician,married,secondary,0,4941,1,0,unk0wn,23,may,504,1,-1,0,unk0wn,0
6287,34,blue-collar,divorced,secondary,0,3798,1,0,unk0wn,23,may,488,1,-1,0,unk0wn,0
6288,30,blue-collar,married,primary,0,597,1,0,unk0wn,23,may,190,1,-1,0,unk0wn,0
6289,32,management,single,secondary,0,-32,1,0,unk0wn,23,may,139,1,-1,0,unk0wn,0
6290,37,admin.,married,secondary,0,525,1,0,unk0wn,23,may,425,1,-1,0,unk0wn,0
6291,33,self-employed,married,tertiary,0,416,1,1,unk0wn,23,may,290,1,-1,0,unk0wn,0
6292,31,admin.,single,secondary,0,680,1,0,unk0wn,23,may,152,1,-1,0,unk0wn,0
6293,37,admin.,divorced,tertiary,0,4303,1,0,unk0wn,23,may,168,1,-1,0,unk0wn,0
6294,32,management,single,tertiary,0,3050,1,0,unk0wn,23,may,298,1,-1,0,unk0wn,0
